"Hospital.Name","Provider.ID","Address","City","State","ZIP.Code","Full","lon","lat"
"ORANGE COUNTY GLOBAL MEDICAL CENTER",50746,"1001 NORTH TUSTIN AVENUE","SANTA ANA","CA",92705,"1001 NORTH TUSTIN AVENUE, SANTA ANA, CA, 92705, USA",-117.8342,33.752819
"DENVER HEALTH MEDICAL CENTER",60011,"777 BANNOCK ST","DENVER","CO",80204,"777 BANNOCK ST, DENVER, CO, 80204, USA",-104.990273,39.727309
"CENTURA HEALTH-ST ANTHONY HOSPITAL",60015,"11600 WEST 2ND PLACE","LAKEWOOD","CO",80228,"11600 WEST 2ND PLACE, LAKEWOOD, CO, 80228, USA",-105.132522,39.717988
"PARKVIEW MEDICAL CENTER INC",60020,"400 W 16TH STREET","PUEBLO","CO",81003,"400 W 16TH STREET, PUEBLO, CO, 81003, USA",-104.611781,38.281695
"UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL",60022,"1400 E BOULDER ST","COLORADO SPRINGS","CO",80909,"1400 E BOULDER ST, COLORADO SPRINGS, CO, 80909, USA",-104.799416,38.838822
"ST MARYS  MEDICAL CENTER",60023,"2635 N 7TH STREET","GRAND JUNCTION","CO",81502,"2635 N 7TH STREET, GRAND JUNCTION, CO, 81502, USA",-108.561209,39.089959
"SWEDISH MEDICAL CENTER",60034,"501 E HAMPDEN AVENUE","ENGLEWOOD","CO",80113,"501 E HAMPDEN AVENUE, ENGLEWOOD, CO, 80113, USA",-104.981693,39.653138
"CENTURA HEALTH-PORTER ADVENTIST HOSPITAL",60064,"2525 S DOWNING ST","DENVER","CO",80210,"2525 S DOWNING ST, DENVER, CO, 80210, USA",-104.973541,39.670841
"MEDICAL CENTER OF THE ROCKIES",60119,"2500 ROCKY MOUNTAIN AVENUE","LOVELAND","CO",80538,"2500 ROCKY MOUNTAIN AVENUE, LOVELAND, CO, 80538, USA",-105.001862,40.422015
"ST FRANCIS HOSPITAL & MEDICAL CENTER",70002,"114 WOODLAND STREET","HARTFORD","CT",6105,"114 WOODLAND STREET, HARTFORD, CT, 6105, USA",-95.444033,31.329103
"CHRISTIANA CARE HEALTH SERVICES, INC.",80001,"4755 OGLETOWN-STANTON ROAD","NEWARK","DE",19718,"4755 OGLETOWN-STANTON ROAD, NEWARK, DE, 19718, USA",-75.679846,39.686776
"BAYHEALTH - KENT GENERAL HOSPITAL",80004,"640 S STATE STREET","DOVER","DE",19901,"640 S STATE STREET, DOVER, DE, 19901, USA",-75.522345,39.151563
"GEORGE WASHINGTON UNIV HOSPITAL",90001,"900 23RD ST NW","WASHINGTON","DC",20037,"900 23RD ST NW, WASHINGTON, DC, 20037, USA",-77.050128,38.900698
"MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL",90004,"3800 RESERVOIR RD","WASHINGTON","DC",20007,"3800 RESERVOIR RD, WASHINGTON, DC, 20007, USA",-77.074117,38.912584
"UF HEALTH JACKSONVILLE",100001,"655 W 8TH ST","JACKSONVILLE","FL",32209,"655 W 8TH ST, JACKSONVILLE, FL, 32209, USA",-81.663345,30.346619
"BETHESDA HOSPITAL EAST",100002,"2815 S SEACREST BLVD","BOYNTON BEACH","FL",33435,"2815 S SEACREST BLVD, BOYNTON BEACH, FL, 33435, USA",-80.069218,26.50336
"ORLANDO HEALTH",100006,"52 W UNDERWOOD ST","ORLANDO","FL",32806,"52 W UNDERWOOD ST, ORLANDO, FL, 32806, USA",-81.378043,28.526812
"UNIVERSITY OF MIAMI HOSPITAL",100009,"1400 NW 12TH AVE","MIAMI","FL",33136,"1400 NW 12TH AVE, MIAMI, FL, 33136, USA",-80.215003,25.787594
"LEE MEMORIAL HOSPITAL",100012,"2776 CLEVELAND AVE","FORT MYERS","FL",33901,"2776 CLEVELAND AVE, FORT MYERS, FL, 33901, USA",-81.872282,26.626605
"HALIFAX HEALTH MEDICAL CENTER",100017,"303 N CLYDE MORRIS BLVD","DAYTONA BEACH","FL",32114,"303 N CLYDE MORRIS BLVD, DAYTONA BEACH, FL, 32114, USA",-81.05431,29.19863
"HOLMES REGIONAL MEDICAL CENTER",100019,"1350 S HICKORY ST","MELBOURNE","FL",32901,"1350 S HICKORY ST, MELBOURNE, FL, 32901, USA",-80.612867,28.069426
"NORTH SHORE MEDICAL CENTER",100029,"1100 NW 95TH ST","MIAMI","FL",33150,"1100 NW 95TH ST, MIAMI, FL, 33150, USA",-80.214739,25.86156
"BAYFRONT HEALTH - ST PETERSBURG",100032,"701 6TH ST S","SAINT PETERSBURG","FL",33701,"701 6TH ST S, SAINT PETERSBURG, FL, 33701, USA",-82.641605,27.7631
"MOUNT SINAI MEDICAL CENTER",100034,"4300 ALTON RD","MIAMI BEACH","FL",33140,"4300 ALTON RD, MIAMI BEACH, FL, 33140, USA",-80.137875,25.814925
"MEMORIAL REGIONAL HOSPITAL",100038,"3501 JOHNSON ST","HOLLYWOOD","FL",33021,"3501 JOHNSON ST, HOLLYWOOD, FL, 33021, USA",-80.179859,26.018252
"BROWARD HEALTH MEDICAL CENTER",100039,"1600 S ANDREWS AVE","FORT LAUDERDALE","FL",33316,"1600 S ANDREWS AVE, FORT LAUDERDALE, FL, 33316, USA",-80.142373,26.101934
"FLORIDA HOSPITAL WATERMAN",100057,"1000 WATERMAN WAY","TAVARES","FL",32778,"1000 WATERMAN WAY, TAVARES, FL, 32778, USA",-81.731298,28.799871
"ST JOSEPHS HOSPITAL",100075,"3001 W MARTIN LUTHER KING JR BLVD","TAMPA","FL",33677,"3001 W MARTIN LUTHER KING JR BLVD, TAMPA, FL, 33677, USA",-82.478445,27.981246
"JFK MEDICAL CENTER",100080,"5301 S CONGRESS AVE","ATLANTIS","FL",33462,"5301 S CONGRESS AVE, ATLANTIS, FL, 33462, USA",-80.089738,26.600643
"SARASOTA MEMORIAL HOSPITAL",100087,"1700 S TAMIAMI TRL","SARASOTA","FL",34239,"1700 S TAMIAMI TRL, SARASOTA, FL, 34239, USA",-82.529677,27.318258
"BAPTIST MEDICAL CENTER JACKSONVILLE",100088,"800 PRUDENTIAL DR","JACKSONVILLE","FL",32207,"800 PRUDENTIAL DR, JACKSONVILLE, FL, 32207, USA",-81.664419,30.316281
"MORTON PLANT HOSPITAL",100127,"300 PINELLAS ST","CLEARWATER","FL",33756,"300 PINELLAS ST, CLEARWATER, FL, 33756, USA",-82.803992,27.951812
"AVENTURA HOSPITAL AND MEDICAL CENTER",100131,"20900 BISCAYNE BLVD","AVENTURA","FL",33180,"20900 BISCAYNE BLVD, AVENTURA, FL, 33180, USA",-80.139575,25.961731
"TALLAHASSEE MEMORIAL HOSPITAL",100135,"1300 MICCOSUKEE RD","TALLAHASSEE","FL",32308,"1300 MICCOSUKEE RD, TALLAHASSEE, FL, 32308, USA",-84.262418,30.45551
"LAKELAND REGIONAL MEDICAL CENTER",100157,"1324 LAKELAND HILLS BLVD","LAKELAND","FL",33805,"1324 LAKELAND HILLS BLVD, LAKELAND, FL, 33805, USA",-81.953321,28.061191
"PLANTATION GENERAL HOSPITAL",100167,"401 NW 42ND AVE","PLANTATION","FL",33317,"401 NW 42ND AVE, PLANTATION, FL, 33317, USA",-80.204102,26.126459
"BOCA RATON REGIONAL HOSPITAL",100168,"800 MEADOWS RD","BOCA RATON","FL",33486,"800 MEADOWS RD, BOCA RATON, FL, 33486, USA",-80.102759,26.35937
"FLORIDA HOSPITAL TAMPA",100173,"3100 E FLETCHER AVE","TAMPA","FL",33613,"3100 E FLETCHER AVE, TAMPA, FL, 33613, USA",-82.42289,28.069167
"PALM BEACH GARDENS MEDICAL CENTER",100176,"3360 BURNS RD","PALM BEACH GARDENS","FL",33410,"3360 BURNS RD, PALM BEACH GARDENS, FL, 33410, USA",-80.087393,26.830601
"MEMORIAL HOSPITAL JACKSONVILLE",100179,"3625 UNIVERSITY BLVD S","JACKSONVILLE","FL",32216,"3625 UNIVERSITY BLVD S, JACKSONVILLE, FL, 32216, USA",-81.602404,30.287638
"KENDALL REGIONAL MEDICAL CENTER",100209,"11750 BIRD RD","MIAMI","FL",33175,"11750 BIRD RD, MIAMI, FL, 33175, USA",-80.423682,25.72894
"OCALA REGIONAL MEDICAL CENTER",100212,"1431 SW 1ST AVE","OCALA","FL",34478,"1431 SW 1ST AVE, OCALA, FL, 34478, USA",-82.137801,29.175722
"NORTHSIDE HOSPITAL",100238,"6000 49TH ST N","SAINT PETERSBURG","FL",33709,"6000 49TH ST N, SAINT PETERSBURG, FL, 33709, USA",-82.699923,27.82629
"GULF COAST REGIONAL MEDICAL CENTER",100242,"449 W 23RD ST","PANAMA CITY","FL",32405,"449 W 23RD ST, PANAMA CITY, FL, 32405, USA",-85.667344,30.18963
"LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE",100246,"1700 S 23RD ST","FORT PIERCE","FL",34950,"1700 S 23RD ST, FORT PIERCE, FL, 34950, USA",-80.347389,27.43059
"REGIONAL MEDICAL CENTER BAYONET POINT",100256,"14000 FIVAY RD","HUDSON","FL",34667,"14000 FIVAY RD, HUDSON, FL, 34667, USA",-82.690837,28.362245
"DELRAY MEDICAL CENTER",100258,"5352 LINTON BLVD","DELRAY BEACH","FL",33484,"5352 LINTON BLVD, DELRAY BEACH, FL, 33484, USA",-80.127291,26.439383
"MEMORIAL HOSPITAL WEST",100281,"703 N FLAMINGO RD","PEMBROKE PINES","FL",33028,"703 N FLAMINGO RD, PEMBROKE PINES, FL, 33028, USA",-80.312095,26.01341
"ST MARY'S MEDICAL CENTER",100288,"901 45TH ST","WEST PALM BEACH","FL",33407,"901 45TH ST, WEST PALM BEACH, FL, 33407, USA",-80.062798,26.753118
"CLEVELAND CLINIC HOSPITAL",100289,"3100 WESTON RD","WESTON","FL",33331,"3100 WESTON RD, WESTON, FL, 33331, USA",-80.367356,26.081437
"UNIVERSITY HOSPITAL",110028,"1350 WALTON WAY","AUGUSTA","GA",30901,"1350 WALTON WAY, AUGUSTA, GA, 30901, USA",-81.98277,33.473714
"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,"743 SPRING STREET","GAINESVILLE","GA",30501,"743 SPRING STREET, GAINESVILLE, GA, 30501, USA",-83.7995,34.312331
"AU MEDICAL CENTER",110034,"1120 15TH STREET","AUGUSTA","GA",30912,"1120 15TH STREET, AUGUSTA, GA, 30912, USA",-81.990145,33.472603
"WELLSTAR KENNESTONE HOSPITAL",110035,"677 CHURCH STREET","MARIETTA","GA",30060,"677 CHURCH STREET, MARIETTA, GA, 30060, USA",-84.558123,33.978879
"MEMORIAL HEALTH UNIV MED CEN, INC",110036,"4700 WATERS AVENUE","SAVANNAH","GA",31403,"4700 WATERS AVENUE, SAVANNAH, GA, 31403, USA",-81.091554,32.03223
"MIDTOWN MEDICAL CENTER",110064,"710 CENTER ST BOX 951","COLUMBUS","GA",31901,"710 CENTER ST BOX 951, COLUMBUS, GA, 31901, USA",-84.97823,32.472864
"EMORY UNIVERSITY HOSPITAL MIDTOWN",110078,"550 PEACHTREE STREET,  NE","ATLANTA","GA",30308,"550 PEACHTREE STREET,  NE, ATLANTA, GA, 30308, USA",-84.387547,33.762256
"GRADY MEMORIAL HOSPITAL",110079,"80 JESSE HILL, JR DRIVE SE","ATLANTA","GA",30303,"80 JESSE HILL, JR DRIVE SE, ATLANTA, GA, 30303, USA",-84.378205,33.67536
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,"5665 PEACHTREE DUNWOODY ROAD","ATLANTA","GA",30342,"5665 PEACHTREE DUNWOODY ROAD, ATLANTA, GA, 30342, USA",-84.351759,33.908588
"MEDICAL CENTER, NAVICENT HEALTH (THE)",110107,"777 HEMLOCK STREET","MACON","GA",31201,"777 HEMLOCK STREET, MACON, GA, 31201, USA",-83.636072,32.833041
"WELLSTAR ATLANTA MEDICAL CENTER",110115,"303 PARKWAY DRIVE, NE","ATLANTA","GA",30312,"303 PARKWAY DRIVE, NE, ATLANTA, GA, 30312, USA",-84.373949,33.763244
"ST FRANCIS HOSPITAL",110129,"2122 MANCHESTER EXPRESSWAY","COLUMBUS","GA",31995,"2122 MANCHESTER EXPRESSWAY, COLUMBUS, GA, 31995, USA",-84.962203,32.506917
"NORTHSIDE HOSPITAL",110161,"1000 JOHNSON FERRY ROAD, NE","ATLANTA","GA",30342,"1000 JOHNSON FERRY ROAD, NE, ATLANTA, GA, 30342, USA",-84.354962,33.907801
"DOCTORS HOSPITAL",110177,"3651 WHEELER ROAD","AUGUSTA","GA",30909,"3651 WHEELER ROAD, AUGUSTA, GA, 30909, USA",-82.092587,33.482729
"THE QUEENS MEDICAL CENTER",120001,"1301 PUNCHBOWL ST","HONOLULU","HI",96813,"1301 PUNCHBOWL ST, HONOLULU, HI, 96813, USA",-157.8551,21.307644
"KOOTENAI HEALTH",130049,"2003 KOOTENAI HEALTH WAY","COEUR D'ALENE","ID",83814,"2003 KOOTENAI HEALTH WAY, COEUR D'ALENE, ID, 83814, USA",-116.581785,47.319896
"PRESENCE SAINT JOSEPH MEDICAL CENTER",140007,"333 N MADISON","JOLIET","IL",60435,"333 N MADISON, JOLIET, IL, 60435, USA",-88.134684,41.528034
"EVANSTON HOSPITAL",140010,"2650 RIDGE AVE","EVANSTON","IL",60201,"2650 RIDGE AVE, EVANSTON, IL, 60201, USA",-87.683269,42.065331
"MT SINAI HOSPITAL MEDICAL CENTER",140018,"15TH STREET AT CALIFORNIA","CHICAGO","IL",60608,"15TH STREET AT CALIFORNIA, CHICAGO, IL, 60608, USA",-87.69546,41.852367
"ST JOHNS HOSPITAL",140053,"800 E CARPENTER ST","SPRINGFIELD","IL",62769,"800 E CARPENTER ST, SPRINGFIELD, IL, 62769, USA",-89.644865,39.807273
"MACNEAL  HOSPITAL",140054,"3249 SOUTH OAK PARK AVENUE","BERWYN","IL",60402,"3249 SOUTH OAK PARK AVENUE, BERWYN, IL, 60402, USA",-87.792888,41.832693
"SAINT FRANCIS MEDICAL CENTER",140067,"530 NE GLEN OAK AVE","PEORIA","IL",61637,"530 NE GLEN OAK AVE, PEORIA, IL, 61637, USA",-89.587103,40.704074
"THE CARLE FOUNDATION HOSPITAL",140091,"611 WEST PARK STREET","URBANA","IL",61801,"611 WEST PARK STREET, URBANA, IL, 61801, USA",-88.21455,40.11731
"RUSH UNIVERSITY MEDICAL CENTER",140119,"1653 WEST CONGRESS PARKWAY","CHICAGO","IL",60612,"1653 WEST CONGRESS PARKWAY, CHICAGO, IL, 60612, USA",-87.668004,41.875229
"DECATUR MEMORIAL HOSPITAL",140135,"2300 NORTH EDWARD STREET","DECATUR","IL",62526,"2300 NORTH EDWARD STREET, DECATUR, IL, 62526, USA",-88.960814,39.866038
"MEMORIAL MEDICAL CENTER",140148,"701 N FIRST ST","SPRINGFIELD","IL",62781,"701 N FIRST ST, SPRINGFIELD, IL, 62781, USA",-89.654651,39.808566
"UNIVERSITY OF ILLINOIS HOSPITAL",140150,"1740 WEST TAYLOR ST SUITE 1400","CHICAGO","IL",60612,"1740 WEST TAYLOR ST SUITE 1400, CHICAGO, IL, 60612, USA",-87.670332,41.869278
"ADVOCATE LUTHERAN GENERAL HOSPITAL",140223,"1775 DEMPSTER ST","PARK RIDGE","IL",60068,"1775 DEMPSTER ST, PARK RIDGE, IL, 60068, USA",-87.863963,42.039183
"SAINT ANTHONY MEDICAL CENTER",140233,"5666 EAST STATE STREET","ROCKFORD","IL",61108,"5666 EAST STATE STREET, ROCKFORD, IL, 61108, USA",-89.006499,42.266009
"CENTRAL DUPAGE HOSPITAL",140242,"25 NORTH WINFIELD ROAD","WINFIELD","IL",60190,"25 NORTH WINFIELD ROAD, WINFIELD, IL, 60190, USA",-88.156774,41.87571
"ADVOCATE GOOD SHEPHERD HOSPITAL",140291,"450 WEST HIGHWAY 22","BARRINGTON","IL",60010,"450 WEST HIGHWAY 22, BARRINGTON, IL, 60010, USA",-88.198869,42.194181
"LUTHERAN HOSPITAL OF INDIANA",150017,"7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"7950 W JEFFERSON BLVD, FORT WAYNE, IN, 46804, USA",-85.243363,41.039206
"PARKVIEW REGIONAL MEDICAL CENTER",150021,"11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46845,"11109 PARKVIEW PLAZA DRIVE, FORT WAYNE, IN, 46845, USA",-85.150938,41.069299
"ESKENAZI HEALTH",150024,"720 ESKENAZI AVENUE","INDIANAPOLIS","IN",46202,"720 ESKENAZI AVENUE, INDIANAPOLIS, IN, 46202, USA",-86.163477,39.784102
"INDIANA UNIVERSITY HEALTH",150056,"1701 N SENATE BLVD","INDIANAPOLIS","IN",46202,"1701 N SENATE BLVD, INDIANAPOLIS, IN, 46202, USA",-86.163041,39.788371
"MEMORIAL HOSPITAL OF SOUTH BEND",150058,"615 N MICHIGAN ST","SOUTH BEND","IN",46601,"615 N MICHIGAN ST, SOUTH BEND, IN, 46601, USA",-86.25056,41.683273
"DEACONESS HOSPITAL INC",150082,"600 MARY ST","EVANSVILLE","IN",47747,"600 MARY ST, EVANSVILLE, IN, 47747, USA",-87.5707,37.982937
"FRANCISCAN HEALTH INDIANAPOLIS",150162,"8111 S EMERSON AVE","INDIANAPOLIS","IN",46237,"8111 S EMERSON AVE, INDIANAPOLIS, IN, 46237, USA",-86.082577,39.65043
"IOWA METHODIST MEDICAL CENTER",160082,"1200 PLEASANT STREET","DES MOINES","IA",50309,"1200 PLEASANT STREET, DES MOINES, IA, 50309, USA",-93.636506,41.589859
"MERCY MEDICAL CENTER-DES MOINES",160083,"1111 6TH AVE","DES MOINES","IA",50314,"1111 6TH AVE, DES MOINES, IA, 50314, USA",-93.625587,41.597758
"MERCY MEDICAL CENTER-SIOUX CITY",160153,"801 5TH ST","SIOUX CITY","IA",51101,"801 5TH ST, SIOUX CITY, IA, 51101, USA",-96.400857,42.495265
"UNIVERSITY OF KANSAS HOSPITAL",170040,"3901 RAINBOW BLVD","KANSAS CITY","KS",66103,"3901 RAINBOW BLVD, KANSAS CITY, KS, 66103, USA",-94.611755,39.057379
"STORMONT VAIL HOSPITAL",170086,"1500 SW 10TH AVENUE","TOPEKA","KS",66604,"1500 SW 10TH AVENUE, TOPEKA, KS, 66604, USA",-95.695641,39.05112
"VIA CHRISTI HOSPITALS WICHITA, INC",170122,"929 NORTH ST FRANCIS STREET","WICHITA","KS",67214,"929 NORTH ST FRANCIS STREET, WICHITA, KS, 67214, USA",-97.330996,37.737462
"WESLEY MEDICAL CENTER",170123,"550 N HILLSIDE STREET","WICHITA","KS",67214,"550 N HILLSIDE STREET, WICHITA, KS, 67214, USA",-97.298972,37.695617
"SAINT JOSEPH HOSPITAL",180010,"ONE SAINT JOSEPH DRIVE","LEXINGTON","KY",40504,"ONE SAINT JOSEPH DRIVE, LEXINGTON, KY, 40504, USA",-84.512289,38.06682
"PIKEVILLE MEDICAL CENTER",180044,"911 BYPASS ROAD","PIKEVILLE","KY",41501,"911 BYPASS ROAD, PIKEVILLE, KY, 41501, USA",-82.526777,37.480514
"NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR",180088,"200 EAST CHESTNUT STREET","LOUISVILLE","KY",40202,"200 EAST CHESTNUT STREET, LOUISVILLE, KY, 40202, USA",-85.751827,38.248277
"BAPTIST HEALTH LOUISVILLE",180130,"4000 KRESGE WAY","LOUISVILLE","KY",40207,"4000 KRESGE WAY, LOUISVILLE, KY, 40207, USA",-85.637571,38.23979
"UNIVERSITY OF LOUISVILLE HOSPITAL",180141,"530 SOUTH JACKSON STREET","LOUISVILLE","KY",40202,"530 SOUTH JACKSON STREET, LOUISVILLE, KY, 40202, USA",-85.744872,38.248743
"LAFAYETTE GENERAL MEDICAL CENTER",190002,"1214 COOLIDGE AVENUE","LAFAYETTE","LA",70503,"1214 COOLIDGE AVENUE, LAFAYETTE, LA, 70503, USA",-92.018675,30.202209
"UNIVERSITY MEDICAL CENTER NEW ORLEANS",190005,"2000 CANAL STREET","NEW ORLEANS","LA",70112,"2000 CANAL STREET, NEW ORLEANS, LA, 70112, USA",-90.080568,29.960825
"RAPIDES REGIONAL MEDICAL CENTER",190026,"211 4TH STREET","ALEXANDRIA","LA",71301,"211 4TH STREET, ALEXANDRIA, LA, 71301, USA",-92.450192,31.314906
"OCHSNER MEDICAL CENTER",190036,"1516 JEFFERSON HWY","NEW ORLEANS","LA",70121,"1516 JEFFERSON HWY, NEW ORLEANS, LA, 70121, USA",-90.144607,29.962602
"OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER",190064,"5000 HENNESSY BLVD","BATON ROUGE","LA",70808,"5000 HENNESSY BLVD, BATON ROUGE, LA, 70808, USA",-91.10955,30.40362
"UNIVERSITY HEALTH SHREVEPORT",190098,"1541 KINGS HIGHWAY","SHREVEPORT","LA",71103,"1541 KINGS HIGHWAY, SHREVEPORT, LA, 71103, USA",-93.7632,32.481918
"WILLIS KNIGHTON MEDICAL CENTER",190111,"2600 GREENWOOD ROAD","SHREVEPORT","LA",71103,"2600 GREENWOOD ROAD, SHREVEPORT, LA, 71103, USA",-93.778669,32.483984
"TULANE MEDICAL CENTER",190176,"1415 TULANE AVE","NEW ORLEANS","LA",70112,"1415 TULANE AVE, NEW ORLEANS, LA, 70112, USA",-90.076049,29.955341
"MAINE MEDICAL CENTER",200009,"22 BRAMHALL ST","PORTLAND","ME",4102,"22 BRAMHALL ST, PORTLAND, ME, 4102, USA",-82.38192,36.839872
"PRINCE GEORGES  HOSPITAL CENTER",210003,"3001 HOSPITAL DRIVE","CHEVERLY","MD",20785,"3001 HOSPITAL DRIVE, CHEVERLY, MD, 20785, USA",-76.924711,38.928646
"HOLY CROSS HOSPITAL",210004,"1500 FOREST GLEN ROAD","SILVER SPRING","MD",20910,"1500 FOREST GLEN ROAD, SILVER SPRING, MD, 20910, USA",-77.032943,39.016127
"JOHNS HOPKINS HOSPITAL, THE",210009,"600 NORTH  WOLFE STREET","BALTIMORE","MD",21287,"600 NORTH  WOLFE STREET, BALTIMORE, MD, 21287, USA",-76.59069,39.295299
"SINAI HOSPITAL OF BALTIMORE",210012,"2401 WEST BELVEDERE AVENUE","BALTIMORE","MD",21215,"2401 WEST BELVEDERE AVENUE, BALTIMORE, MD, 21215, USA",-76.665038,39.353279
"BOSTON MEDICAL CENTER CORPORATION-",220031,"1 BOSTON MEDICAL CENTER PLACE","BOSTON","MA",2118,"1 BOSTON MEDICAL CENTER PLACE, BOSTON, MA, 2118, USA",-71.07551,42.334691
"SOUTHCOAST HOSPITAL GROUP, INC",220074,"363 HIGHLAND AVENUE","FALL RIVER","MA",2720,"363 HIGHLAND AVENUE, FALL RIVER, MA, 2720, USA",-71.146721,41.710377
"BAYSTATE MEDICAL CENTER",220077,"759 CHESTNUT STREET","SPRINGFIELD","MA",1199,"759 CHESTNUT STREET, SPRINGFIELD, MA, 1199, USA",-72.604261,42.119083
"BETH ISRAEL DEACONESS MEDICAL CENTER",220086,"330 BROOKLINE AVENUE","BOSTON","MA",2215,"330 BROOKLINE AVENUE, BOSTON, MA, 2215, USA",-71.105846,42.34034
"UMASS MEMORIAL MEDICAL CENTER INC",220163,"55 LAKE AVENUE NORTH","WORCESTER","MA",1655,"55 LAKE AVENUE NORTH, WORCESTER, MA, 1655, USA",-71.758855,42.271796
"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",220171,"41 & 45 MALL ROAD","BURLINGTON","MA",1803,"41 & 45 MALL ROAD, BURLINGTON, MA, 1803, USA",-71.201539,42.504844
"BRONSON METHODIST HOSPITAL",230017,"601 JOHN STREET","KALAMAZOO","MI",49007,"601 JOHN STREET, KALAMAZOO, MI, 49007, USA",-85.581372,42.286175
"PROVIDENCE - PROVIDENCE PARK HOSPITAL",230019,"16001 W NINE MILE RD","SOUTHFIELD","MI",48075,"16001 W NINE MILE RD, SOUTHFIELD, MI, 48075, USA",-83.204795,42.459139
"BEAUMONT HOSPITAL - DEARBORN",230020,"18101 OAKWOOD BLVD","DEARBORN","MI",48124,"18101 OAKWOOD BLVD, DEARBORN, MI, 48124, USA",-83.213453,42.292514
"LAKELAND HOSPITAL, ST JOSEPH",230021,"1234 NAPIER AVENUE","ST JOSEPH","MI",49085,"1234 NAPIER AVENUE, ST JOSEPH, MI, 49085, USA",-86.479036,42.082491
"SINAI-GRACE HOSPITAL",230024,"6071 W OUTER DRIVE","DETROIT","MI",48235,"6071 W OUTER DRIVE, DETROIT, MI, 48235, USA",-83.18201,42.420342
"ST JOSEPH MERCY OAKLAND",230029,"44405 WOODWARD AVE","PONTIAC","MI",48341,"44405 WOODWARD AVE, PONTIAC, MI, 48341, USA",-83.274429,42.614123
"COVENANT MEDICAL CENTER",230070,"1447 N HARRISON","SAGINAW","MI",48602,"1447 N HARRISON, SAGINAW, MI, 48602, USA",-83.955619,43.428674
"ST MARY'S OF MICHIGAN MEDICAL CENTER",230077,"800 S WASHINGTON AVENUE","SAGINAW","MI",48601,"800 S WASHINGTON AVENUE, SAGINAW, MI, 48601, USA",-83.941974,43.426078
"HARPER UNIVERSITY HOSPITAL",230104,"3990 JOHN R STREET","DETROIT","MI",48201,"3990 JOHN R STREET, DETROIT, MI, 48201, USA",-83.05749,42.350909
"BORGESS MEDICAL CENTER",230117,"1521 GULL ROAD","KALAMAZOO","MI",49048,"1521 GULL ROAD, KALAMAZOO, MI, 49048, USA",-85.560654,42.305075
"BEAUMONT HOSPITAL, ROYAL OAK",230130,"3601 W THIRTEEN MILE RD","ROYAL OAK","MI",48073,"3601 W THIRTEEN MILE RD, ROYAL OAK, MI, 48073, USA",-83.192038,42.517731
"HURLEY MEDICAL CENTER",230132,"ONE HURLEY PLAZA","FLINT","MI",48503,"ONE HURLEY PLAZA, FLINT, MI, 48503, USA",-83.706018,43.021454
"MCLAREN FLINT",230141,"401 S BALLENGER HIGHWAY","FLINT","MI",48532,"401 S BALLENGER HIGHWAY, FLINT, MI, 48532, USA",-83.733784,43.015895
"BEAUMONT HOSPITAL - FARMINGTON HILLS",230151,"28050 GRAND RIVER AVENUE","FARMINGTON HILLS","MI",48336,"28050 GRAND RIVER AVENUE, FARMINGTON HILLS, MI, 48336, USA",-83.324773,42.443756
"ST JOSEPH MERCY HOSPITAL",230156,"5301 E HURON RIVER DR","ANN ARBOR","MI",48106,"5301 E HURON RIVER DR, ANN ARBOR, MI, 48106, USA",-83.654061,42.259982
"ST JOHN HOSPITAL AND MEDICAL CENTER",230165,"22101 MOROSS RD","DETROIT","MI",48236,"22101 MOROSS RD, DETROIT, MI, 48236, USA",-82.915236,42.418625
"ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER",230195,"11800 EAST TWELVE MILE ROAD","WARREN","MI",48093,"11800 EAST TWELVE MILE ROAD, WARREN, MI, 48093, USA",-83.006613,42.514886
"MCLAREN MACOMB",230227,"1000 HARRINGTON BLVD","MOUNT CLEMENS","MI",48043,"1000 HARRINGTON BLVD, MOUNT CLEMENS, MI, 48043, USA",-82.896748,42.586716
"EDWARD W SPARROW HOSPITAL",230230,"1215 E MICHIGAN AVENUE","LANSING","MI",48912,"1215 E MICHIGAN AVENUE, LANSING, MI, 48912, USA",-84.534776,42.733588
"DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER",230273,"4201 ST ANTOINE ST - 3M","DETROIT","MI",48201,"4201 ST ANTOINE ST - 3M, DETROIT, MI, 48201, USA",-83.067864,42.348853
"NORTH MEMORIAL MEDICAL CENTER",240001,"3300 OAKDALE NORTH","ROBBINSDALE","MN",55422,"3300 OAKDALE NORTH, ROBBINSDALE, MN, 55422, USA",-93.321389,45.01459
"ESSENTIA HEALTH ST MARY'S MEDICAL CENTER",240002,"407 EAST THIRD STREET","DULUTH","MN",55805,"407 EAST THIRD STREET, DULUTH, MN, 55805, USA",-92.096502,46.79288
